Player Username, Team File, Opponent Username, Result, Turn Count, Battle ID
d_hlgausse4,server-generated,emfermocuoiao,WIN,18,1627085184
d_hlgausse4,server-generated,audiochines,WIN,28,0219074454
d_hlgausse4,server-generated,q4rqh8798,WIN,24,5520625953
d_hlgausse4,server-generated,mmaev,LOSS,31,2104389680
d_hlgausse4,server-generated,sjkti6oki,WIN,12,8454822268
d_hlgausse4,server-generated,labar23,WIN,20,7768680834
d_hlgausse4,server-generated,pokmeonquoicoubaka,LOSS,24,0326824706
d_hlgausse4,server-generated,fi3axrn,WIN,10,6481571586
d_hlgausse4,server-generated,qinzhatia,WIN,14,9184965580
d_hlgausse4,server-generated,jiraya6969,WIN,17,7335572961
d_hlgausse4,server-generated,jaredslacks,LOSS,11,5635924447
d_hlgausse4,server-generated,dtryfghgh,WIN,30,0974693063
d_hlgausse4,server-generated,12timber,WIN,17,2731979384
d_hlgausse4,server-generated,moczar303,WIN,35,2815664004
d_hlgausse4,server-generated,hvhvf,WIN,17,2981656419
d_hlgausse4,server-generated,moczar303,WIN,19,9317593354
d_hlgausse4,server-generated,realrga,WIN,1,8059399619
d_hlgausse4,server-generated,nvidiaaaaa,WIN,28,1839394322
d_hlgausse4,server-generated,matsuda037,WIN,38,1919921523
d_hlgausse4,server-generated,pikachucabron,LOSS,43,6495137009
d_hlgausse4,server-generated,cosmictruant,LOSS,29,1463120308
d_hlgausse4,server-generated,chineseshaq,WIN,39,4167007667
d_hlgausse4,server-generated,redhawx,WIN,5,3367154471
d_hlgausse4,server-generated,zenkoku,WIN,21,8230829176
d_hlgausse4,server-generated,qpasoe,WIN,4,6247563901
d_hlgausse4,server-generated,vivlo,WIN,43,0541903054
d_hlgausse4,server-generated,56tyy668,WIN,24,3515390218
d_hlgausse4,server-generated,keldeojustified,LOSS,45,9673182503
d_hlgausse4,server-generated,mtris,LOSS,38,4894491693
d_hlgausse4,server-generated,crimsongrayyeon,LOSS,25,9438088076
d_hlgausse4,server-generated,nutgoat,LOSS,26,1396552938
d_hlgausse4,server-generated,only1reader,LOSS,28,9912767964
d_hlgausse4,server-generated,mcjava13,LOSS,25,5196288864
d_hlgausse4,server-generated,hobebe3,LOSS,33,4549545703
d_hlgausse4,server-generated,kobra1369,LOSS,61,4994532798
d_hlgausse4,server-generated,fimomo,WIN,14,1912966943
d_hlgausse4,server-generated,alwayshonry,WIN,4,7137353283
d_hlgausse4,server-generated,manugh06,WIN,30,8041935736
d_hlgausse4,server-generated,iwanttobeseen,WIN,7,8454288327
d_hlgausse4,server-generated,prettyab,LOSS,48,0300351753
d_hlgausse4,server-generated,randbatsislife,WIN,30,6232678513
d_hlgausse4,server-generated,thdtrgdfjhg,LOSS,33,8622855448
d_hlgausse4,server-generated,nvidiaaaaa,LOSS,32,5780404845
d_hlgausse4,server-generated,param1202a,WIN,14,2228235913
d_hlgausse4,server-generated,thedeafender,LOSS,24,1499395098
d_hlgausse4,server-generated,qaq001122,LOSS,266,8823047761
d_hlgausse4,server-generated,guim98,LOSS,28,7761204692
d_hlgausse4,server-generated,purple68,WIN,12,4650381015
d_hlgausse4,server-generated,glebo12345,LOSS,29,6715975262
d_hlgausse4,server-generated,faulsteslahmus,LOSS,25,2330544999
d_hlgausse4,server-generated,0vandamn0,WIN,11,1107067608
d_hlgausse4,server-generated,frostthawkk,LOSS,30,4437982302
d_hlgausse4,server-generated,hide0123,LOSS,35,2451017194
d_hlgausse4,server-generated,puneet6167,WIN,21,0454412837
d_hlgausse4,server-generated,astonbruhcat,LOSS,23,0463773285
d_hlgausse4,server-generated,qje,WIN,1,8425718590
d_hlgausse4,server-generated,songjinwho,LOSS,29,9692344039
d_hlgausse4,server-generated,l3l4,WIN,26,0528276276
d_hlgausse4,server-generated,mmmonish,WIN,11,9323779762
d_hlgausse4,server-generated,usr911,WIN,5,1580412665
d_hlgausse4,server-generated,excandallo,WIN,11,2486255256
d_hlgausse4,server-generated,twackos,LOSS,35,9697508291
d_hlgausse4,server-generated,91lg,WIN,28,3440515040
d_hlgausse4,server-generated,vagnerdocapa,WIN,30,8239917542
d_hlgausse4,server-generated,shizuchifu,LOSS,32,6671524886
d_hlgausse4,server-generated,ygjerem971,WIN,4,6578391432
d_hlgausse4,server-generated,henningsen,LOSS,25,8322919753
d_hlgausse4,server-generated,flokaz,WIN,18,5310047126
d_hlgausse4,server-generated,adigawolf,LOSS,25,8166199459
d_hlgausse4,server-generated,monsieurcrapaud,WIN,23,9292143840
d_hlgausse4,server-generated,npthegreat,WIN,27,8562120538
d_hlgausse4,server-generated,therealsazzygazzy,WIN,17,9227852618
d_hlgausse4,server-generated,maomao11,WIN,25,0865872448
d_hlgausse4,server-generated,heyheyhello,LOSS,31,9560019403
d_hlgausse4,server-generated,brofungus,WIN,3,5631232158
d_hlgausse4,server-generated,marcepani,LOSS,26,9754910216
d_hlgausse4,server-generated,elchicola010,LOSS,19,8092032197
d_hlgausse4,server-generated,amulprotein,WIN,31,9178384531
d_hlgausse4,server-generated,aggron02,WIN,16,2607791881
d_hlgausse4,server-generated,kirax357,WIN,31,6897306425
d_hlgausse4,server-generated,fabioandresin5,LOSS,29,9547222689
d_hlgausse4,server-generated,cdgc,WIN,67,4601939592
d_hlgausse4,server-generated,nickunchained,WIN,10,4681374570
d_hlgausse4,server-generated,dementor5000,WIN,16,6191588665
d_hlgausse4,server-generated,ormlin,WIN,23,0086748159
d_hlgausse4,server-generated,stonecold4561,WIN,6,1722829891
d_hlgausse4,server-generated,6026dark,LOSS,28,3080791902
d_hlgausse4,server-generated,twarr,LOSS,23,3860514086
d_hlgausse4,server-generated,menaretrxsh,LOSS,34,8806481924
d_hlgausse4,server-generated,bronze77,LOSS,24,0667509299
d_hlgausse4,server-generated,angzeo,WIN,18,1639881572
d_hlgausse4,server-generated,alexdemi01,WIN,24,6658839494
d_hlgausse4,server-generated,elmaschotito,WIN,37,6470321733
d_hlgausse4,server-generated,katyazamofan,LOSS,18,0050605665
d_hlgausse4,server-generated,s8gary,LOSS,25,0764122450
d_hlgausse4,server-generated,nachtaron,WIN,5,3868085030
d_hlgausse4,server-generated,bustingviolently,LOSS,31,3918078476
d_hlgausse4,server-generated,timolinko,WIN,23,1083438467
d_hlgausse4,server-generated,yukihiras,LOSS,32,5273128811
d_hlgausse4,server-generated,bookerj97,LOSS,28,1070694533
d_hlgausse4,server-generated,frigilicky,WIN,17,4796056595
d_hlgausse4,server-generated,scarywolfahh,LOSS,38,2809636208
d_hlgausse4,server-generated,telmos,LOSS,54,3870586210
d_hlgausse4,server-generated,laizaku,WIN,21,8106413727
d_hlgausse4,server-generated,nebrejacesar02,LOSS,18,5225185302
d_hlgausse4,server-generated,csc666666,WIN,17,0087420612
d_hlgausse4,server-generated,bilomeu4,WIN,11,4377104131
d_hlgausse4,server-generated,megamanzxfan,WIN,1,2844097420
d_hlgausse4,server-generated,italianragazzo,LOSS,29,1820420269
d_hlgausse4,server-generated,herreate,LOSS,14,1931263154
d_hlgausse4,server-generated,trashcanloki,LOSS,28,7427706475
d_hlgausse4,server-generated,declanwith1n,WIN,19,4908905559
d_hlgausse4,server-generated,grokar,WIN,19,8013951927
d_hlgausse4,server-generated,cdpv,LOSS,26,5601169002
d_hlgausse4,server-generated,maujojojo,WIN,11,5021231580
d_hlgausse4,server-generated,rarecandy99,LOSS,34,1419667427
d_hlgausse4,server-generated,rupe21,WIN,14,5751101406
d_hlgausse4,server-generated,gajardv,WIN,31,2637083817
d_hlgausse4,server-generated,paxv,LOSS,33,9957994360
d_hlgausse4,server-generated,mixedreviews,LOSS,22,8924233585
d_hlgausse4,server-generated,oddss,WIN,7,8287733917
d_hlgausse4,server-generated,sowon1,LOSS,19,2164877438
d_hlgausse4,server-generated,vicodin92,LOSS,49,5684541422
d_hlgausse4,server-generated,kuozi,LOSS,36,1612942158
d_hlgausse4,server-generated,yuyunko,LOSS,43,9577271476
d_hlgausse4,server-generated,wathys,WIN,27,2124791817
d_hlgausse4,server-generated,ohyesdee,LOSS,35,2145238605
d_hlgausse4,server-generated,kaizyybel,WIN,31,7694875297
d_hlgausse4,server-generated,valentineveiled,LOSS,23,9512499873
d_hlgausse4,server-generated,tinydragon000,WIN,37,1593634320
